date,precipitation_mm,precipitation_3day,precipitation_7day,dry_days_count
2009-08-11,0.0,30.435352440398677,30.435352440398677,1
2009-08-12,0.0,30.435352440398677,30.435352440398677,2
2009-08-13,0.0,0.0,30.435352440398677,3
2009-08-14,0.0,0.0,30.435352440398677,4
2009-08-15,0.0,0.0,30.435352440398677,5
2009-08-16,0.0,0.0,30.435352440398677,6
2009-08-17,19.78508169598016,19.78508169598016,19.78508169598016,0
2009-08-18,0.0,19.78508169598016,19.78508169598016,1
2009-08-19,21.321989524203143,41.1070712201833,41.1070712201833,0
2009-08-20,9.677475185021018,30.999464709224164,50.784546405204324,0
2009-08-21,0.0,30.999464709224164,50.784546405204324,1
2009-08-22,19.0808088757825,28.758284060803515,69.86535528098682,0
2009-08-23,0.0,19.080808875782495,69.86535528098682,1
2009-08-24,0.0,19.080808875782495,50.08027358500666,2
2009-08-25,0.0,0.0,50.08027358500666,3
2009-08-26,0.0,0.0,28.758284060803515,4
2009-08-27,0.0,0.0,19.080808875782495,5
2009-08-28,0.0,0.0,19.080808875782495,6
2009-08-29,21.500676139364117,21.500676139364117,21.500676139364117,0
2009-08-30,0.0,21.500676139364117,21.500676139364117,1
2009-08-31,0.0,21.500676139364117,21.500676139364117,2
2009-09-01,0.0,0.0,21.500676139364117,3
2009-09-02,0.0,0.0,21.500676139364117,4
2009-09-03,0.0,0.0,21.500676139364117,5
2009-09-04,51.60394425994668,51.60394425994668,73.10462039931079,0
2009-09-05,32.279330349924834,83.8832746098715,83.8832746098715,0
2009-09-06,0.0,83.8832746098715,83.8832746098715,1
2009-09-07,24.357689730192867,56.6370200801177,108.24096434006438,0
2009-09-08,3.187599655450225,27.54528938564309,111.42856399551461,0
2009-09-09,19.48787574899805,47.03316513464114,130.91643974451264,0
2009-09-10,0.0,22.675475404448274,130.91643974451264,1
2009-09-11,0.0,19.48787574899805,79.31249548456599,2
2009-09-12,0.0,0.0,47.03316513464114,3
2009-09-13,36.06387446123904,36.06387446123904,83.09703959588018,0
2009-09-14,0.0,36.06387446123904,58.73934986568731,1
2009-09-15,0.0,36.06387446123904,55.55175021023708,2
2009-09-16,0.0,0.0,36.06387446123904,3
2009-09-17,0.0,0.0,36.06387446123904,4
2009-09-18,2.33504213674793,2.33504213674793,38.39891659798697,0
2009-09-19,0.0,2.33504213674793,38.39891659798697,1
2009-09-20,0.0,2.33504213674793,2.33504213674793,2
2009-09-21,0.0,0.0,2.33504213674793,3
2009-09-22,1.6012510159770759,1.6012510159770759,3.936293152725006,0
2009-09-23,0.0,1.6012510159770759,3.936293152725006,1
2009-09-24,0.0,1.6012510159770759,3.936293152725006,2
2009-09-25,0.0,0.0,1.6012510159770759,3
2009-09-26,15.757349490649784,15.757349490649784,17.35860050662686,0
2009-09-27,26.302429177090573,42.05977866774036,43.66102968371743,0
2009-09-28,0.0,42.05977866774036,43.66102968371743,1
2009-09-29,3.874419052259419,30.176848229349993,45.93419771999977,0
2009-09-30,6.225360301037627,10.099779353297047,52.159558021037405,0
2009-10-01,0.0,10.099779353297047,52.159558021037405,1
2009-10-02,0.0,6.225360301037627,52.159558021037405,2
2009-10-03,0.0,0.0,36.402208530387625,3
2009-10-04,0.0,0.0,10.09977935329705,4
2009-10-05,0.0,0.0,10.09977935329705,5
2009-10-06,0.0,0.0,6.225360301037631,6
2009-10-07,0.0,0.0,0.0,7
2009-10-08,8.67238683827855,8.67238683827855,8.672386838278554,0
2009-10-09,0.0,8.67238683827855,8.672386838278554,1
2009-10-10,0.03382464854907938,8.706211486827629,8.706211486827632,0
2009-10-11,0.0,0.03382464854907938,8.706211486827632,1
2009-10-12,0.0,0.03382464854907938,8.706211486827632,2
2009-10-13,0.0,0.0,8.706211486827632,3
2009-10-14,0.0,0.0,8.706211486827632,4
2009-10-15,0.0,0.0,0.03382464854908293,5
2009-10-16,0.0,0.0,0.03382464854908293,6
2009-10-17,0.0,0.0,0.0,7
2009-10-18,0.0,0.0,0.0,8
2009-10-19,0.0,0.0,0.0,9
2009-10-20,4.849424371195149,4.849424371195149,4.849424371195153,0
2009-10-21,0.0,4.849424371195149,4.849424371195153,1
2009-10-22,0.0,4.849424371195149,4.849424371195153,2
2009-10-23,0.0,0.0,4.849424371195153,3
2009-10-24,0.0,0.0,4.849424371195153,4
2009-10-25,0.0,0.0,4.849424371195153,5
2009-10-26,0.0,0.0,4.849424371195153,6
2009-10-27,0.0,0.0,0.0,7
2009-10-28,0.0,0.0,0.0,8
2009-10-29,0.0,0.0,0.0,9
2009-10-30,0.0,0.0,0.0,10
2009-10-31,0.0,0.0,0.0,11
2009-11-01,0.0,0.0,0.0,12
2009-11-02,1.9472469179390317,1.9472469179390317,1.9472469179390353,0
2009-11-03,0.0,1.9472469179390317,1.9472469179390353,1
2009-11-04,5.48361994519612,7.430866863135151,7.430866863135154,0
2009-11-05,0.0,5.48361994519612,7.430866863135154,1
2009-11-06,0.0,5.48361994519612,7.430866863135154,2
2009-11-07,0.0,0.0,7.430866863135154,3
2009-11-08,0.0,0.0,7.430866863135154,4
2009-11-09,0.0,0.0,5.483619945196123,5
2009-11-10,0.0,0.0,5.483619945196123,6
2009-11-11,0.0,0.0,0.0,7
2009-11-12,0.0,0.0,0.0,8
2009-11-13,0.0,0.0,0.0,9
2009-11-14,0.0,0.0,0.0,10
2009-11-15,0.0,0.0,0.0,11
2009-11-16,3.249510347507373,3.249510347507373,3.2495103475073766,0
2009-11-17,0.0,3.249510347507373,3.2495103475073766,1
2009-11-18,0.0,3.249510347507373,3.2495103475073766,2
2009-11-19,0.0,0.0,3.2495103475073766,3
2009-11-20,0.0,0.0,3.2495103475073766,4
2009-11-21,0.0,0.0,3.2495103475073766,5
2009-11-22,0.0,0.0,3.2495103475073766,6
2009-11-23,0.0,0.0,0.0,7
2009-11-24,0.0,0.0,0.0,8
2009-11-25,0.0,0.0,0.0,9
2009-11-26,0.0,0.0,0.0,10
2009-11-27,0.0,0.0,0.0,11
2009-11-28,0.0,0.0,0.0,12
2009-11-29,0.0,0.0,0.0,13
2009-11-30,0.0,0.0,0.0,14
2009-12-01,0.0,0.0,0.0,15
2009-12-02,0.0,0.0,0.0,16
2009-12-03,0.0,0.0,0.0,17
2009-12-04,0.0,0.0,0.0,18
2009-12-05,0.0,0.0,0.0,19
2009-12-06,0.0,0.0,0.0,20
2009-12-07,0.0,0.0,0.0,21
2009-12-08,10.284086021912723,10.284086021912723,10.284086021912726,0
2009-12-09,0.0,10.284086021912723,10.284086021912726,1
2009-12-10,0.0,10.284086021912723,10.284086021912726,2
2009-12-11,0.0,0.0,10.284086021912726,3
2009-12-12,0.0,0.0,10.284086021912726,4
2009-12-13,0.0,0.0,10.284086021912726,5
2009-12-14,0.0,0.0,10.284086021912726,6
2009-12-15,0.0,0.0,0.0,7
2009-12-16,0.0,0.0,0.0,8
2009-12-17,0.0,0.0,0.0,9
2009-12-18,0.0,0.0,0.0,10
2009-12-19,0.0,0.0,0.0,11
2009-12-20,0.0,0.0,0.0,12
2009-12-21,0.0,0.0,0.0,13
2009-12-22,0.0,0.0,0.0,14
2009-12-23,0.0,0.0,0.0,15
2009-12-24,0.0,0.0,0.0,16
2009-12-25,0.0,0.0,0.0,17
2009-12-26,0.0,0.0,0.0,18
2009-12-27,0.0,0.0,0.0,19
2009-12-28,4.4011360972240094,4.4011360972240094,4.401136097224013,0
2009-12-29,0.0,4.4011360972240094,4.401136097224013,1
2009-12-30,0.0,4.4011360972240094,4.401136097224013,2
2009-12-31,0.0,0.0,4.401136097224013,3
2010-01-01,0.0,0.0,4.401136097224013,4
2010-01-02,0.0,0.0,4.401136097224013,5
2010-01-03,0.0,0.0,4.401136097224013,6
2010-01-04,0.0,0.0,0.0,7
2010-01-05,0.0,0.0,0.0,8
2010-01-06,0.0,0.0,0.0,9
2010-01-07,0.0,0.0,0.0,10
2010-01-08,0.0,0.0,0.0,11
2010-01-09,0.0,0.0,0.0,12
2010-01-10,0.0,0.0,0.0,13
2010-01-11,0.0,0.0,0.0,14
2010-01-12,0.0,0.0,0.0,15
2010-01-13,0.0,0.0,0.0,16
2010-01-14,0.0,0.0,0.0,17
2010-01-15,0.0,0.0,0.0,18
2010-01-16,0.0,0.0,0.0,19
2010-01-17,0.0,0.0,0.0,20
2010-01-18,0.0,0.0,0.0,21
2010-01-19,7.872844809260922,7.872844809260922,7.872844809260926,0
2010-01-20,0.0,7.872844809260922,7.872844809260926,1
2010-01-21,0.0,7.872844809260922,7.872844809260926,2
2010-01-22,0.0,0.0,7.872844809260926,3
2010-01-23,0.0,0.0,7.872844809260926,4
2010-01-24,0.0,0.0,7.872844809260926,5
2010-01-25,0.0,0.0,7.872844809260926,6
2010-01-26,0.0,0.0,0.0,7
2010-01-27,0.0,0.0,0.0,8
2010-01-28,0.0,0.0,0.0,9
2010-01-29,0.0,0.0,0.0,10
2010-01-30,1.8281204498384434,1.8281204498384434,1.828120449838447,0
2010-01-31,0.0,1.8281204498384434,1.828120449838447,1
2010-02-01,0.0,1.8281204498384434,1.828120449838447,2
2010-02-02,0.0,0.0,1.828120449838447,3
2010-02-03,4.584181820741301,4.584181820741301,6.412302270579747,0
2010-02-04,0.0,4.584181820741301,6.412302270579747,1
2010-02-05,0.42169522087264694,5.005877041613948,6.833997491452394,0
2010-02-06,0.0,0.42169522087264694,5.005877041613951,1
2010-02-07,0.0,0.42169522087264694,5.005877041613951,2
2010-02-08,0.04426876659921243,0.04426876659921243,5.050145808213164,0
2010-02-09,0.0,0.04426876659921243,5.050145808213164,1
2010-02-10,0.0,0.04426876659921243,0.4659639874718629,2
2010-02-11,0.0,0.0,0.4659639874718629,3
2010-02-12,0.0,0.0,0.04426876659921598,4
2010-02-13,0.0,0.0,0.04426876659921598,5
2010-02-14,0.0,0.0,0.04426876659921598,6
2010-02-15,0.0,0.0,0.0,7
2010-02-16,0.0,0.0,0.0,8
2010-02-17,0.0,0.0,0.0,9
2010-02-18,0.627949539034591,0.627949539034591,0.6279495390345946,0
2010-02-19,0.0,0.627949539034591,0.6279495390345946,1
2010-02-20,0.0,0.627949539034591,0.6279495390345946,2
2010-02-21,0.0,0.0,0.6279495390345946,3
2010-02-22,0.0,0.0,0.6279495390345946,4
2010-02-23,0.0,0.0,0.6279495390345946,5
2010-02-24,0.0,0.0,0.6279495390345946,6
2010-02-25,0.0,0.0,0.0,7
2010-02-26,0.0,0.0,0.0,8
2010-02-27,0.0,0.0,0.0,9
2010-02-28,0.0,0.0,0.0,10
2010-03-01,0.0,0.0,0.0,11
2010-03-02,0.0,0.0,0.0,12
2010-03-03,0.0,0.0,0.0,13
2010-03-04,0.0,0.0,0.0,14
2010-03-05,0.0,0.0,0.0,15
2010-03-06,0.0,0.0,0.0,16
2010-03-07,0.0,0.0,0.0,17
2010-03-08,0.0,0.0,0.0,18
2010-03-09,0.0,0.0,0.0,19
2010-03-10,0.0,0.0,0.0,20
2010-03-11,0.0,0.0,0.0,21
2010-03-12,0.0,0.0,0.0,22
2010-03-13,0.0,0.0,0.0,23
2010-03-14,0.0,0.0,0.0,24
2010-03-15,0.0,0.0,0.0,25
2010-03-16,0.0,0.0,0.0,26
2010-03-17,0.0,0.0,0.0,27
2010-03-18,0.0,0.0,0.0,28
2010-03-19,0.0,0.0,0.0,29
2010-03-20,0.0,0.0,0.0,30
2010-03-21,0.0,0.0,0.0,31
2010-03-22,0.0,0.0,0.0,32
2010-03-23,0.0,0.0,0.0,33
2010-03-24,0.0,0.0,0.0,34
2010-03-25,0.0,0.0,0.0,35
2010-03-26,0.0,0.0,0.0,36
2010-03-27,0.0,0.0,0.0,37
2010-03-28,0.0,0.0,0.0,38
2010-03-29,0.0,0.0,0.0,39
2010-03-30,0.0,0.0,0.0,40
2010-03-31,0.0,0.0,0.0,41
2010-04-01,0.0,0.0,0.0,42
2010-04-02,0.0,0.0,0.0,43
2010-04-03,0.0,0.0,0.0,44
2010-04-04,0.0,0.0,0.0,45
2010-04-05,0.0,0.0,0.0,46
2010-04-06,0.0,0.0,0.0,47
2010-04-07,0.635704990055729,0.635704990055729,0.6357049900557326,0
2010-04-08,0.0,0.635704990055729,0.6357049900557326,1
2010-04-09,0.0,0.635704990055729,0.6357049900557326,2
2010-04-10,0.0,0.0,0.6357049900557326,3
2010-04-11,0.0,0.0,0.6357049900557326,4
2010-04-12,0.0,0.0,0.6357049900557326,5
2010-04-13,0.0,0.0,0.6357049900557326,6
2010-04-14,0.0,0.0,0.0,7
2010-04-15,3.9338732260232883,3.9338732260232883,3.933873226023292,0
2010-04-16,0.0,3.9338732260232883,3.933873226023292,1
2010-04-17,0.0,3.9338732260232883,3.933873226023292,2
2010-04-18,0.0,0.0,3.933873226023292,3
2010-04-19,0.0,0.0,3.933873226023292,4
2010-04-20,0.0,0.0,3.933873226023292,5
2010-04-21,0.0,0.0,3.933873226023292,6
2010-04-22,0.0,0.0,0.0,7
2010-04-23,0.0,0.0,0.0,8
2010-04-24,0.0,0.0,0.0,9
2010-04-25,0.0,0.0,0.0,10
2010-04-26,0.0,0.0,0.0,11
2010-04-27,0.0,0.0,0.0,12
2010-04-28,0.0,0.0,0.0,13
2010-04-29,0.0,0.0,0.0,14
2010-04-30,0.0,0.0,0.0,15
2010-05-01,0.0,0.0,0.0,16
2010-05-02,0.0,0.0,0.0,17
2010-05-03,0.0,0.0,0.0,18
2010-05-04,0.0,0.0,0.0,19
2010-05-05,0.38415389474443606,0.38415389474443606,0.3841538947444396,0
2010-05-06,0.0,0.38415389474443606,0.3841538947444396,1
2010-05-07,0.0,0.38415389474443606,0.3841538947444396,2
2010-05-08,0.0,0.0,0.3841538947444396,3
2010-05-09,0.0,0.0,0.3841538947444396,4
2010-05-10,0.0,0.0,0.3841538947444396,5
2010-05-11,0.0,0.0,0.3841538947444396,6
2010-05-12,0.0,0.0,0.0,7
2010-05-13,0.0,0.0,0.0,8
2010-05-14,0.0,0.0,0.0,9
2010-05-15,0.0,0.0,0.0,10
2010-05-16,0.0,0.0,0.0,11
2010-05-17,0.0,0.0,0.0,12
2010-05-18,0.0,0.0,0.0,13
2010-05-19,0.0,0.0,0.0,14
2010-05-20,0.0,0.0,0.0,15
2010-05-21,1.9592708686764146,1.9592708686764146,1.9592708686764182,0
2010-05-22,0.0,1.9592708686764146,1.9592708686764182,1
2010-05-23,0.0,1.9592708686764146,1.9592708686764182,2
2010-05-24,0.0,0.0,1.9592708686764182,3
2010-05-25,0.0,0.0,1.9592708686764182,4
2010-05-26,0.0,0.0,1.9592708686764182,5
2010-05-27,0.0,0.0,1.9592708686764182,6
2010-05-28,0.0,0.0,0.0,7
2010-05-29,0.0,0.0,0.0,8
2010-05-30,0.0,0.0,0.0,9
2010-05-31,0.0,0.0,0.0,10
2010-06-01,0.0,0.0,0.0,11
2010-06-02,0.0,0.0,0.0,12
2010-06-03,0.0,0.0,0.0,13
2010-06-04,6.168817131527488,6.168817131527488,6.168817131527492,0
2010-06-05,57.65204368895057,63.82086082047806,63.82086082047806,0
2010-06-06,8.527129956230551,72.34799077670861,72.34799077670861,0
2010-06-07,0.0,66.17917364518112,72.34799077670861,1
2010-06-08,0.0,8.527129956230551,72.34799077670861,2
2010-06-09,0.0,0.0,72.34799077670861,3
2010-06-10,0.0,0.0,72.34799077670861,4
2010-06-11,19.50254314107186,19.50254314107186,85.68171678625299,0
2010-06-12,0.0,19.50254314107186,28.029673097302414,1
2010-06-13,0.0,19.50254314107186,19.50254314107186,2
2010-06-14,11.69626972223728,11.69626972223728,31.198812863309143,0
2010-06-15,11.944263797444135,23.640533519681416,43.14307666075328,0
2010-06-16,0.0,23.640533519681416,43.14307666075328,1
2010-06-17,16.89300650318801,28.83727030063214,60.036083163941285,0
2010-06-18,1.2920639616550293,18.185070464843037,41.825603984524456,0
2010-06-19,0.0,18.185070464843037,41.825603984524456,1
2010-06-20,0.0,1.292063961655033,41.825603984524456,2
2010-06-21,0.0,0.0,30.12933426228717,3
2010-06-22,0.0,0.0,18.185070464843037,4
2010-06-23,0.0,0.0,18.185070464843037,5
2010-06-24,8.504465423847764,8.504465423847767,9.796529385502794,0
2010-06-25,12.815701586470906,21.320167010318674,21.32016701031867,0
2010-06-26,12.818927551264519,34.13909456158319,34.13909456158319,0
2010-06-27,0.0,25.63462913773543,34.13909456158319,1
2010-06-28,0.0,12.818927551264522,34.13909456158319,2
2010-06-29,0.0,0.0,34.13909456158319,3
2010-06-30,0.0,0.0,34.13909456158319,4
2010-07-01,0.0,0.0,25.634629137735427,5
2010-07-02,18.669868812506948,18.66986881250695,31.488796363771467,0
2010-07-03,0.0,18.66986881250695,18.669868812506948,1
2010-07-04,0.0,18.66986881250695,18.669868812506948,2
2010-07-05,0.0,0.0,18.669868812506948,3
2010-07-06,0.0,0.0,18.669868812506948,4
2010-07-07,0.0,0.0,18.669868812506948,5
2010-07-08,0.14212230509171067,0.14212230509171422,18.81199111759866,0
2010-07-09,6.286009204733517,6.428131509825231,6.428131509825228,0
